Season,Agency,Date,Time,Station,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density (å-theta),pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [ug/L],Voltage-Chl-a [V],CDOM [ug/L],Voltage-CDOM [V],Ammonia-N [mg/L],Total Colif. [MPN/100mL],E. coli [MPN/100mL],Enterococci [MPN/100mL]
Winter,Hyperion,3/14/2018,10:31:00,3604,1,7,120.9,0.71,14.73,4.1,33.486,24.863,8.29,8.87,8.25,107.38,86.23,0.593,0.17,0.1145,-0.09,0.0934,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,8,122.3,0.73,14.73,4.1,33.486,24.863,8.29,8.87,8.25,107.48,86.09,0.599,0.19,0.1174,-0.09,0.0934,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,9,123.8,0.61,14.73,4.1,33.486,24.864,8.29,8.87,8.25,107.45,86.31,0.589,0.22,0.123,-0.09,0.0934,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,10,125.4,0.72,14.72,4.1,33.486,24.865,8.29,8.88,8.25,107.49,86.27,0.591,0.22,0.124,-0.1,0.0932,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,11,126.8,0.71,14.71,4.098,33.486,24.867,8.29,8.88,8.25,107.49,86.33,0.588,0.25,0.1299,-0.1,0.093,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,12,128.10001,0.77,14.71,4.098,33.486,24.868,8.29,8.87,8.25,107.45,86.24,0.592,0.29,0.1377,-0.09,0.0934,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,13,129.7,0.59,14.67,4.095,33.485,24.875,8.3,8.82,8.26,106.75,86.19,0.594,0.33,0.1451,-0.08,0.0945,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,14,131.2,0.78,14.62,4.089,33.483,24.885,8.3,8.78,8.27,106.15,86.24,0.592,0.35,0.1492,-0.08,0.0944,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,15,132.60001,0.66,14.32,4.062,33.493,24.956,8.3,8.69,8.32,104.46,86.25,0.591,0.37,0.1532,-0.01,0.099,0.01,5,5,5
Winter,Hyperion,3/14/2018,10:31:00,3604,1,16,134,0.82,14.11,4.043,33.494,25.001,8.3,8.49,8.35,101.58,86.61,0.575,0.38,0.1558,0.03,0.1022,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,17,135.2,0.86,13.74,4.01,33.506,25.086,8.3,8.36,8.42,99.24,86.65,0.573,0.36,0.1528,0.1,0.1069,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,18,136.89999,0.46,13.49,3.987,33.512,25.142,8.29,8.18,8.46,96.62,87.21,0.548,0.32,0.1444,0.17,0.1117,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,19,138.8,0.77,13.38,3.976,33.507,25.16,8.28,7.9,8.48,93.13,87.59,0.53,0.3,0.14,0.19,0.1131,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,20,139.89999,1.01,13.28,3.967,33.506,25.18,8.27,7.78,8.5,91.57,88.42,0.492,0.31,0.1426,0.2,0.1138,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,21,141.3,0.59,13.23,3.962,33.508,25.192,8.26,7.74,8.51,90.93,88.56,0.486,0.31,0.1411,0.23,0.1162,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,22,143,0.62,13.22,3.962,33.509,25.194,8.25,7.68,8.51,90.26,88.67,0.481,0.34,0.1484,0.24,0.1166,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,23,144.3,1,13.21,3.961,33.509,25.196,8.24,7.53,8.51,88.47,88.69,0.48,0.34,0.1485,0.22,0.1156,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,24,145.60001,0.63,13.18,3.957,33.509,25.204,8.24,7.4,8.52,86.84,88.59,0.484,0.55,0.1903,0.24,0.1167,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,25,147.10001,0.74,13.11,3.951,33.509,25.217,8.23,7.42,8.53,86.92,88.61,0.484,0.36,0.1526,0.26,0.1185,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,26,148.5,0.68,13.09,3.949,33.509,25.221,8.22,7.44,8.53,87.23,88.46,0.49,0.39,0.1585,0.27,0.1192,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,27,150.2,0.56,13.09,3.949,33.509,25.222,8.22,7.44,8.53,87.18,88.33,0.497,0.38,0.1559,0.26,0.118,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,28,151.7,0.88,13.09,3.949,33.51,25.222,8.22,7.38,8.53,86.46,88.56,0.486,0.34,0.1483,0.26,0.1183,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,29,152.8,0.88,13.07,3.948,33.509,25.225,8.22,7.31,8.53,85.63,88.5,0.489,0.37,0.1541,0.25,0.1177,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,30,154.39999,0.52,13.02,3.943,33.51,25.235,8.21,7.21,8.54,84.42,88.72,0.479,0.38,0.1554,0.25,0.1175,0.01,5,5,5
Winter,Hyperion,3/14/2018,10:31:00,3604,1,31,156.2,0.61,12.97,3.938,33.511,25.247,8.21,6.87,8.55,80.33,88.65,0.482,0.33,0.1468,0.22,0.1156,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,32,157.5,1.01,12.86,3.928,33.513,25.27,8.21,6.48,8.57,75.62,88.87,0.472,0.36,0.1515,0.21,0.115,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,33,158.60001,0.8,12.71,3.914,33.51,25.297,8.2,6.19,8.6,71.97,89.03,0.465,0.29,0.1388,0.22,0.1153,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,34,160.2,0.56,12.5,3.893,33.498,25.328,8.19,5.88,8.64,68.07,88.93,0.47,0.32,0.1435,0.23,0.1166,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,35,161.7,0.95,12.37,3.882,33.498,25.352,8.18,5.68,8.66,65.59,89.07,0.463,0.28,0.1361,0.34,0.1239,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,36,163.3,0.5,12.24,3.87,33.504,25.383,8.16,5.56,8.68,64,88.88,0.472,0.25,0.1309,0.37,0.126,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,37,165.10001,0.7,12.14,3.861,33.504,25.401,8.15,5.42,8.7,62.29,88.42,0.492,0.24,0.1284,0.38,0.1267,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,38,166.2,1.02,12.02,3.85,33.508,25.427,8.15,5.34,8.72,61.24,88.19,0.503,0.24,0.1285,0.37,0.1259,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,39,167.5,0.63,11.89,3.839,33.513,25.455,8.14,5.26,8.75,60.09,88.06,0.509,0.23,0.1264,0.35,0.1244,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,40,169.10001,0.72,11.85,3.836,33.52,25.468,8.13,5.2,8.76,59.34,88.17,0.503,0.2,0.1209,0.36,0.1255,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,41,170.60001,0.58,11.81,3.832,33.524,25.479,8.12,5.18,8.76,59.07,88,0.511,0.24,0.1286,0.35,0.1247,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,42,172.5,0.53,11.8,3.831,33.525,25.483,8.12,5.14,8.77,58.6,87.44,0.537,0.22,0.1234,0.35,0.1245,0.01,5,5,10
Winter,Hyperion,3/14/2018,10:31:00,3604,1,43,174.2,0.64,11.78,3.83,33.526,25.487,8.11,5.08,8.77,57.95,87.23,0.547,0.23,0.1261,0.35,0.1247,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:31:00,3604,1,44,175.3,0.39,11.75,3.827,33.528,25.494,8.11,5.07,8.78,57.81,86.99,0.558,0.23,0.1252,0.37,0.126,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,1,119.6,0.41,14.73,4.097,33.468,24.85,8.29,8.84,8.25,107.07,86.87,0.563,0.13,0.1068,-0.06,0.0957,0.01,5,5,5
Winter,Hyperion,3/14/2018,10:09:00,3605,1,2,121.4,0.63,14.72,4.097,33.469,24.851,8.29,8.84,8.25,107.05,86.97,0.558,0.14,0.1076,-0.07,0.0952,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,3,123,0.65,14.71,4.096,33.469,24.853,8.29,8.83,8.25,106.94,87.11,0.552,0.14,0.1082,-0.06,0.0956,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,4,124.5,0.7,14.7,4.095,33.469,24.856,8.29,8.85,8.26,107.17,87.15,0.55,0.16,0.1115,-0.06,0.0956,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,5,125.8,0.82,14.67,4.092,33.47,24.864,8.29,8.87,8.26,107.25,86.92,0.561,0.17,0.114,-0.06,0.0958,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,6,127.4,0.58,14.66,4.091,33.47,24.866,8.29,8.84,8.26,106.95,86.93,0.56,0.2,0.1194,-0.05,0.0966,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,7,128.89999,0.76,14.58,4.084,33.471,24.884,8.29,8.83,8.28,106.63,86.87,0.563,0.23,0.126,-0.05,0.0968,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,8,130.39999,0.65,14.49,4.076,33.473,24.904,8.29,8.82,8.29,106.31,86.93,0.56,0.45,0.1708,-0.03,0.0977,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,9,131.8,0.76,14.37,4.066,33.477,24.932,8.29,8.78,8.31,105.62,86.4,0.585,0.37,0.1533,-0.01,0.0992,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,10,133.2,0.69,14.26,4.056,33.481,24.958,8.29,8.75,8.33,104.99,86.37,0.586,0.43,0.1665,0.02,0.1014,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,11,134.60001,0.69,14.08,4.039,33.488,25.003,8.29,8.74,8.36,104.45,86.34,0.587,0.5,0.1807,0.05,0.1034,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,12,136.39999,0.51,13.87,4.021,33.503,25.057,8.29,8.57,8.39,102.01,86.35,0.587,0.59,0.1972,0.07,0.1046,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,13,137.89999,1.09,13.64,4,33.505,25.106,8.28,8.43,8.43,99.88,86.27,0.591,0.58,0.196,0.13,0.1091,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,14,139,0.84,13.48,3.985,33.508,25.141,8.28,8.44,8.46,99.68,86.31,0.589,0.71,0.2225,0.17,0.1116,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,15,140.39999,0.61,13.45,3.983,33.511,25.15,8.27,8.42,8.47,99.33,86.75,0.568,0.63,0.2067,0.18,0.1129,0.01,5,5,5
Winter,Hyperion,3/14/2018,10:09:00,3605,1,16,142.10001,0.62,13.42,3.98,33.512,25.156,8.26,8.19,8.47,96.58,87.22,0.547,0.42,0.1631,0.18,0.1128,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,17,143.5,0.8,13.37,3.975,33.509,25.165,8.26,7.83,8.48,92.22,87.46,0.536,0.38,0.1556,0.18,0.1128,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,18,144.8,0.72,13.14,3.953,33.499,25.202,8.26,7.66,8.52,89.89,87.97,0.513,0.43,0.1655,0.23,0.116,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,19,146.39999,0.58,13.05,3.944,33.501,25.222,8.25,7.47,8.54,87.47,88.27,0.499,0.3,0.1403,0.24,0.1166,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,20,148,0.7,12.95,3.935,33.5,25.241,8.24,7.31,8.56,85.37,88.71,0.479,0.32,0.1432,0.24,0.1172,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,21,149.3,0.86,12.89,3.93,33.503,25.255,8.23,7.26,8.57,84.66,88.62,0.483,0.35,0.1502,0.25,0.1173,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,22,150.60001,0.69,12.87,3.928,33.504,25.261,8.22,7.17,8.57,83.65,88.64,0.482,0.34,0.1472,0.24,0.1172,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,23,152.2,0.57,12.83,3.925,33.503,25.267,8.21,6.87,8.58,80.07,88.71,0.479,0.41,0.1619,0.24,0.1172,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,24,153.89999,0.68,12.7,3.911,33.492,25.284,8.2,6.56,8.6,76.27,88.61,0.484,0.35,0.151,0.27,0.119,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,25,155.10001,0.99,12.54,3.893,33.461,25.292,8.19,6.48,8.63,75.03,88.79,0.476,0.32,0.1443,0.46,0.1326,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,26,156.10001,0.92,12.48,3.886,33.451,25.296,8.18,6.47,8.64,74.83,88.9,0.471,0.52,0.1836,0.7,0.1493,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,27,157.7,0.51,12.46,3.885,33.448,25.296,8.17,6.44,8.65,74.5,88.51,0.488,0.37,0.1546,0.73,0.1514,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,28,159.39999,0.81,12.45,3.883,33.446,25.298,8.16,6.41,8.65,74.1,88.46,0.49,0.36,0.1526,0.76,0.1538,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,29,161.10001,0.49,12.43,3.881,33.442,25.299,8.15,6.37,8.65,73.65,88.36,0.495,0.46,0.1727,0.8,0.1561,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,30,162.89999,0.68,12.42,3.88,33.444,25.302,8.15,6.34,8.66,73.27,87.63,0.529,0.41,0.1626,0.84,0.159,0.13,3400,750,430
Winter,Hyperion,3/14/2018,10:09:00,3605,1,31,164.10001,1.07,12.43,3.882,33.45,25.303,8.15,6.31,8.65,72.87,88.24,0.501,0.36,0.1512,0.74,0.1523,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,32,165.10001,0.83,12.36,3.873,33.426,25.3,8.15,6.31,8.67,72.84,88.21,0.502,0.29,0.1376,0.86,0.1604,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,33,166.7,0.58,12.39,3.877,33.439,25.303,8.14,6.18,8.66,71.29,88.23,0.501,0.35,0.1494,0.96,0.1673,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,34,168.10001,1.03,12.27,3.862,33.404,25.3,8.14,6.08,8.69,70,88.05,0.509,0.3,0.1408,0.98,0.169,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,35,169.60001,0.49,12.17,3.852,33.387,25.305,8.13,5.98,8.7,68.66,87.83,0.519,0.3,0.1397,1.41,0.1993,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,36,171.60001,0.59,12.07,3.841,33.371,25.312,8.13,5.83,8.72,66.86,87.33,0.542,0.39,0.1586,1.57,0.2104,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,37,173,0.85,12.07,3.843,33.388,25.324,8.12,5.66,8.72,64.86,87.1,0.553,0.32,0.1446,1.62,0.2138,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,38,174.2,0.76,11.97,3.832,33.369,25.328,8.12,5.49,8.74,62.76,86.83,0.565,0.31,0.1414,1.48,0.2042,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,39,175.8,0.59,11.8,3.814,33.348,25.344,8.11,5.28,8.77,60.17,86.73,0.569,0.33,0.1466,1.84,0.2293,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,40,177.2,0.93,11.7,3.802,33.33,25.35,8.1,5.16,8.8,58.62,86.46,0.582,0.37,0.1542,2.11,0.2484,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,41,178.5,0.67,11.6,3.794,33.333,25.369,8.09,5.22,8.81,59.22,85.8,0.613,0.47,0.1749,2.29,0.2613,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,42,180,0.65,11.66,3.801,33.358,25.379,8.08,5.34,8.8,60.72,84.73,0.663,0.43,0.166,2.16,0.252,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,43,181.60001,0.66,11.83,3.823,33.407,25.384,8.08,5.34,8.77,60.97,84.69,0.665,0.41,0.161,1.46,0.2031,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,44,183,0.76,11.77,3.816,33.392,25.384,8.08,5.49,8.78,62.59,86.42,0.584,0.42,0.1639,1.42,0.2002,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,45,184.8,0.48,11.95,3.84,33.478,25.418,8.08,5.54,8.74,63.39,87.21,0.548,0.27,0.1337,0.98,0.1687,0.06,910,170,85
Winter,Hyperion,3/14/2018,10:09:00,3605,1,46,186.5,0.82,12,3.847,33.491,25.419,8.08,5.49,8.73,62.82,87.96,0.513,0.37,0.1533,0.59,0.1417,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,47,187.60001,0.91,11.99,3.846,33.491,25.42,8.09,5.42,8.73,62.12,88.38,0.494,0.23,0.1266,0.57,0.14,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,48,189.3,0.48,11.92,3.839,33.485,25.429,8.09,5.29,8.74,60.53,88.63,0.483,0.2,0.1192,0.64,0.1449,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,49,191,0.75,11.83,3.83,33.477,25.439,8.09,5.03,8.76,57.45,88.63,0.483,0.18,0.1159,0.71,0.1498,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,50,192.3,0.75,11.6,3.806,33.447,25.459,8.09,4.87,8.81,55.33,88.66,0.481,0.24,0.1286,1.04,0.1732,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,51,193.7,0.72,11.45,3.791,33.44,25.481,8.08,4.79,8.84,54.18,88.27,0.499,0.3,0.1399,1.28,0.19,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,52,195,0.82,11.31,3.778,33.442,25.508,8.08,4.88,8.86,55.03,87.64,0.528,0.47,0.1737,1.45,0.2019,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,53,196.3,0.77,11.38,3.79,33.492,25.535,8.07,4.91,8.85,55.51,87.06,0.554,0.42,0.1633,1.17,0.1824,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,54,198.10001,0.44,11.37,3.795,33.548,25.58,8.07,4.81,8.85,54.41,87.42,0.538,0.22,0.1246,0.53,0.1375,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,55,200.10001,0.69,11.27,3.787,33.562,25.608,8.07,4.52,8.86,51.04,87.55,0.532,0.18,0.1152,0.33,0.1233,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,56,201.39999,0.78,11.12,3.775,33.581,25.651,8.07,4.4,8.89,49.45,87.95,0.513,0.38,0.156,0.35,0.1247,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,57,202.8,0.68,11.06,3.771,33.588,25.666,8.07,4.35,8.9,48.88,86.57,0.577,0.8,0.2401,0.41,0.1289,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,58,204.8,0.39,11.04,3.769,33.59,25.672,8.06,4.32,8.91,48.47,78.35,0.978,1.31,0.3411,0.44,0.1312,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,10:09:00,3605,1,59,206.3,0.25,11.03,3.768,33.593,25.676,8.06,4.31,8.91,48.36,76.25,1.085,1.63,0.4065,0.45,0.1318,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,1,150.89999,0.35,14.6,4.088,33.489,24.894,8.31,8.93,8.27,107.9,84.95,0.652,0.18,0.1153,-0.09,0.0933,0.01,5,5,5
Winter,Hyperion,3/14/2018,9:51:00,3606,1,2,152.89999,0.57,14.6,4.087,33.488,24.894,8.31,8.94,8.27,108.04,85.17,0.642,0.18,0.1166,-0.1,0.0929,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,3,154.60001,0.67,14.58,4.086,33.489,24.897,8.31,8.95,8.27,108.07,85.72,0.616,0.18,0.1169,-0.1,0.093,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,4,156,0.76,14.58,4.086,33.489,24.898,8.31,8.96,8.27,108.16,85.98,0.604,0.21,0.1218,-0.1,0.0928,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,5,157.5,0.62,14.57,4.085,33.489,24.901,8.31,8.97,8.28,108.35,85.96,0.605,0.23,0.126,-0.09,0.0935,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,6,159,0.69,14.52,4.081,33.489,24.91,8.31,9,8.28,108.62,86.02,0.602,0.24,0.1275,-0.09,0.0938,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,7,160.60001,0.58,14.47,4.076,33.491,24.923,8.31,9.01,8.29,108.58,85.85,0.61,0.26,0.1326,-0.08,0.0945,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,8,162.3,0.65,14.44,4.074,33.492,24.929,8.31,9.02,8.3,108.58,85.97,0.605,0.27,0.1347,-0.08,0.0947,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,9,163.5,0.92,14.4,4.069,33.492,24.939,8.31,9.02,8.3,108.59,86,0.603,0.32,0.1447,-0.07,0.0954,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,10,165.10001,0.49,14.33,4.064,33.495,24.955,8.31,9.03,8.32,108.53,86.04,0.601,0.36,0.1529,-0.04,0.0975,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,11,167,0.74,14.28,4.059,33.498,24.969,8.31,9.03,8.32,108.35,86.12,0.598,0.45,0.1695,-0.03,0.0979,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,12,168.3,0.75,14.24,4.056,33.498,24.975,8.31,9.05,8.33,108.56,86.14,0.597,0.49,0.1786,-0.01,0.0994,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,13,170.10001,0.49,14.19,4.051,33.501,24.99,8.31,9.06,8.34,108.61,86.18,0.595,0.53,0.1859,0,0.0998,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,14,171.60001,1.02,14.14,4.047,33.504,25.003,8.31,9.12,8.35,109.15,86.22,0.593,0.63,0.2055,0.01,0.1008,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,15,172.89999,0.66,14.1,4.043,33.507,25.014,8.31,9.22,8.36,110.3,86.06,0.6,0.63,0.2055,0.01,0.101,0.01,5,5,10
Winter,Hyperion,3/14/2018,9:51:00,3606,1,16,174.60001,0.53,13.87,4.024,33.529,25.078,8.32,9.23,8.39,109.93,85.94,0.606,0.64,0.208,0.02,0.1012,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,17,176.3,0.75,13.75,4.014,33.538,25.11,8.32,9.03,8.41,107.32,86.26,0.591,0.62,0.2035,0.04,0.1029,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,18,177.5,0.92,13.66,4.006,33.54,25.13,8.32,8.67,8.43,102.82,86.39,0.585,0.68,0.2159,0.06,0.1041,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,19,178.7,0.73,13.53,3.993,33.54,25.157,8.31,8.33,8.45,98.52,86.54,0.578,0.73,0.2261,0.08,0.1055,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,20,180.2,0.63,13.37,3.979,33.539,25.187,8.3,8.08,8.48,95.27,86.59,0.576,0.91,0.2628,0.11,0.1078,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,21,181.60001,0.86,13.33,3.975,33.539,25.195,8.29,7.82,8.49,92.05,86.21,0.593,0.95,0.2709,0.12,0.1085,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,22,182.7,0.89,13.26,3.967,33.535,25.207,8.28,7.77,8.5,91.36,86.24,0.592,0.91,0.2619,0.12,0.1083,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,23,184.39999,0.47,13.21,3.963,33.536,25.217,8.26,7.8,8.51,91.6,86.48,0.581,0.92,0.2636,0.12,0.1083,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,24,186.10001,1.05,13.21,3.963,33.537,25.219,8.26,7.83,8.51,91.97,86.47,0.581,0.83,0.247,0.13,0.1091,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,25,187.5,0.53,13.2,3.963,33.538,25.22,8.25,7.81,8.51,91.77,86.83,0.565,0.87,0.2542,0.13,0.109,NaN,NaN,NaN,NaN
Winter,Hyperion,3/14/2018,9:51:00,3606,1,26,189.39999,0.61,13.2,3.963,33.542,25.225,8.25,7.63,8.51,89.67,87,0.557,0.89,0.2572,0.14,0.1098,NaN,NaN,NaN,NaN
